Timestamp;EURUSDFIXMP=WM;EURGBPFIXMP=WM;EURCHFFIXMP=WM;EURCZKFIXMP=WM;EURHUFFIXMP=WM;EURPLNFIXMP=WM;EURAUDFIXMP=WM;EURCADFIXMP=WM;EURDKKFIXMP=WM;EURHKDFIXMP=WM;EURJPYFIXMP=WM;EURNOKFIXMP=WM;EURNZDFIXMP=WM;EURRONFIXMP=WM;EURSEKFIXMP=WM;EURSGDFIXMP=WM;EURTRYFIXMP=WM;EURZARFIXMP=WM
2025-10-31 10:00:00;1,15755;0,88065;0,92795;24,3245;388,15;4,2545;1,76955;1,6212;7,4677;8,99505;178,419;11,6635;2,02245;5,08425;10,9285;1,5055;48,67815;20,0473
2025-10-31 11:00:00;1,15715;0,88125;0,9284;24,3225;388,0;4,25675;1,76895;1,6214;7,46765;8,9927;178,34575;11,6725;2,0214;5,0854;10,929;1,50525;48,65905;20,06355
2025-11-03 10:00:00;1,15155;0,8774;0,9296;24,339;387,0;4,2525;1,75875;1,6167;7,4679;8,9518;177,52295;11,65;2,01445;5,08625;10,9435;1,501;48,43565;19,9333
2025-11-03 11:00:00;1,15155;0,87715;0,9302;24,3365;387,1;4,2525;1,7593;1,6175;7,4679;8,95135;177,5402;11,655;2,01475;5,0861;10,9455;1,5014;48,43075;19,92615
2025-11-04 10:00:00;1,15005;0,88035;0,9301;24,355;388,375;4,25775;1,77055;1,6183;7,46575;8,9411;176,5097;11,73;2,03135;5,0865;10,9665;1,5014;48,40415;20,0957
2025-11-04 11:00:00;1,15035;0,87985;0,92995;24,3505;388,3;4,25625;1,7691;1,61875;7,4657;8,94325;176,6765;11,7315;2,0301;5,0862;10,971;1,50165;48,41765;20,0578
2025-11-05 10:00:00;1,1484;0,88075;0,9309;24,356;387,65;4,25975;1,7718;1,6224;7,46545;8,9289;176,5148;11,7285;2,03345;5,085;11,004;1,5008;48,3637;20,08405
2025-11-05 11:00:00;1,14835;0,88155;0,931;24,354;387,575;4,259;1,77225;1,62295;7,46545;8,9283;176,41525;11,739;2,03445;5,0853;11,01;1,501;48,3536;20,0789
2025-11-06 10:00:00;1,1513;0,8803;0,93135;24,3695;386,575;4,2565;1,76755;1,6233;7,46635;8,9521;177,0009;11,7115;2,0339;5,0854;10,9785;1,503;48,49105;20,00525
2025-11-06 11:00:00;1,1511;0,88005;0,93165;24,3575;386,625;4,25675;1,76885;1,6229;7,4661;8,9501;176,97585;11,7125;2,03465;5,0846;10,987;1,5027;48,4855;19,9989
2025-11-07 10:00:00;1,15385;0,88095;0,9325;24,3465;386,2;4,2485;1,77995;1,62895;7,4665;8,97435;177,09865;11,7825;2,0544;5,0857;11,045;1,5041;48,6988;20,002
2025-11-07 11:00:00;1,155;0,88105;0,93225;24,345;385,55;4,24975;1,781;1,6301;7,46645;8,9829;177,11925;11,7845;2,0557;5,0858;11,041;1,5049;48,74765;20,00605
2025-11-10 10:00:00;1,15685;0,87815;0,9324;24,29;383,2;4,23525;1,76985;1,62095;7,46725;8,9923;178,35155;11,684;2,04735;5,08415;10,9865;1,50695;48,85345;19,88335
2025-11-10 11:00:00;1,1562;0,87855;0,93215;24,289;383,4;4,23375;1,76995;1,6208;7,46715;8,9888;178,25135;11,6975;2,0487;5,08515;10,995;1,50665;48,82575;19,8852
2025-11-11 10:00:00;1,15655;0,88075;0,9289;24,2965;386,075;4,23425;1,77395;1,62305;7,4678;8,9892;178,4846;11,6775;2,04935;5,08435;10,9815;1,5063;48,8457;19,8522
2025-11-11 11:00:00;1,1575;0,88085;0,92845;24,284;385,625;4,23225;1,77435;1,624;7,4679;8,9975;178,5386;11,6795;2,0507;5,08425;10,981;1,50695;48,88555;19,86845
2025-11-12 10:00:00;1,1569;0,88205;0,92475;24,245;385,45;4,231;1,77075;1,6218;7,4675;8,9903;179,15755;11,637;2,0456;5,08485;10,9355;1,5085;48,8709;19,8249
